sim,theta1
704,0.829819756533364
705,0.8892575999550034
706,0.36931290807525485
707,0.5016677275010714
708,0.6595519984587802
709,0.28837415649031806
710,0.04933746664897076
711,0.07025929171785861
712,0.29176487842546917
713,0.2508789303382368
714,0.6956289532943286
715,0.4721987330033032
716,0.9795712993840356
717,0.7525309766101633
718,0.5018414715935882
719,0.3605831763716555
720,0.38044368248137417
721,0.6368612811030806
722,0.5184861517126801
723,0.28295354244208293
724,0.5163144655419997
725,0.8867801985521983
726,0.8108519911046044
727,0.6320724753337467
728,0.28651523237660803
729,0.38069215806398293
730,0.13724581054831775
731,0.2919163207844738
732,0.41569033798874355
733,0.5626220760490632
734,0.9497965041640326
735,0.2552912825281305
736,0.0901522670634467
737,0.6621523746329777
738,0.6244918175571558
739,0.9275116364292157
740,0.9189611345402399
741,0.7943362995034988
742,0.06888116738261685
743,0.7933428721520103
744,0.827812170865219
745,0.4031176918029499
746,0.5831401609670462
747,0.5974454618210817
748,0.90706661920869
749,0.2674144704448852
750,0.41112064900303624
751,0.6189209169127098
752,0.28385140862526004
753,0.3048201388021813
754,0.4898989778272559
755,0.22509746709487766
756,0.4231579304889943
757,0.010602478351455003
758,0.27228431499694494
759,0.041283984864056045
760,0.8074690538063913
761,0.5469141246539273
762,0.16260281616231942
763,0.9312568132680202
764,0.8559009691261861
765,0.9687434943912643
766,0.46923264959508704
767,0.718722698484834
768,0.4131554253623254
769,0.7602596939689862
770,0.11159257701803749
771,0.07680515070544369
772,0.6987666030771922
773,0.7316694427881199
774,0.6237602663240783
775,0.48963309448653214
776,0.3703201407957898
777,0.7100397145501214
778,0.663415741458444
779,0.8365661982179928
780,0.659608189112087
781,0.785706139494001
782,0.43310287688092697
783,0.8525547709112419
784,0.12719653218987215
785,0.2158874294650326
786,0.29651769560045527
787,0.3367726264939658
788,0.5019325080072184
789,0.2686189376548739
790,0.9811800102873351
791,0.970590798971185
792,0.9102214961393315
793,0.7517177822709185
794,0.6407734347084434
795,0.1021504225764962
796,0.7608831365636618
797,0.5816364930824528
798,0.9057754428807309
799,0.8251026659270159
800,0.7463995380088075
801,0.029896771691128587
802,0.7576115069311651
803,0.3969727287956024
804,0.3656269648007002
805,0.7607499763562423
806,0.057490720049879096
807,0.8156809364662141
808,0.35906820248719296
809,0.20692141044827728
810,0.48661272616885576
811,0.5597186850340605
812,0.22891736333204737
813,0.9741363202194344
814,0.6184529922555546
815,0.3543534661920964
816,0.8492191253775528
817,0.48925633256621226
818,0.4106697809388091
819,0.7373276097831991
820,0.6760892433951375
821,0.6272759076540029
822,0.80453379685087
823,0.14226855728754972
824,0.29734654040920583
825,0.27709799124303136
826,0.18808315343797066
827,0.9180891503101183
828,0.21697881274308206
829,0.998802323141186
830,0.10050651413007339
831,0.3150106453857793
832,0.4640429906774548
833,0.6482746825965368
834,0.13321578584186478
835,0.7906928993813325
836,0.7547337414376777
837,0.5599237486255245
838,0.8503089437782277
839,0.4401712669844814
840,0.1718595537541392
841,0.17462769864848626
842,0.09818426608546882
843,0.18614596714323428
844,0.7447737141568448
845,0.45337415106599044
846,0.4163211183721728
847,0.10785798355400733
848,0.12790065016159713
849,0.3298150601450014
850,0.06928360056815752
851,0.6296663278266335
852,0.9058541479287507
853,0.6082343097289655
854,0.8731560791812151
855,0.6212245232696744
856,0.9159829552902633
857,0.27647144681791913
858,0.4403939134268102
859,0.4157145467900958
860,0.7564303185065655
861,0.526793951989175
862,0.6276379275330886
863,0.6630598899404856
864,0.8355195911797102
865,0.38491830247021797
866,0.8357478605224009
867,0.33070096789129155
868,0.9325320758750991
869,0.41898501436637514
870,0.2693278618665079
871,0.5686636895779325
872,0.7703686115643134
873,0.32784810893333494
874,0.3288831418378835
875,0.920345001782808
876,0.26119707164589556
877,0.9954559497949939
878,0.03955657497672482
879,0.6343665537150343
880,0.7226676662289242
881,0.04211865420514449
882,0.7735861310354153
883,0.8312330244609105
884,0.782309674362583
885,0.15272090718534004
886,0.40105066029244196
887,0.9839933878882227
888,0.15944426602895534
889,0.34026107071339795
890,0.4523790647668945
891,0.197079188412016
892,0.8616550265826902
893,0.7798735066283429
894,0.3756760599466018
895,0.7368333844435326
896,0.28516920714893634
897,0.23336549458800626
898,0.03257344132697204
899,0.9480809378726287
900,0.950271206529242
901,0.8544124932750047
902,0.16573773495713007
903,0.214539057541678
904,0.22878768186260334
905,0.1421426995685
906,0.5339937408868309
907,0.9142355101646216
908,0.9410802660791526
909,0.5719186349864016
910,0.668319949104639
911,0.21981366612014486
912,0.2361483075565648
913,0.29740717480916434
914,0.8666697258120898
915,0.526773175496113
916,0.562112543784781
917,0.5770107496678946
918,0.9245036043989617
919,0.8964453875672881
920,0.786108492795066
921,0.6127227965882412
922,0.8430893825574921
923,0.2640626570969764
924,0.21688393762381708
925,0.33714131146354087
926,0.3861444235530678
927,0.348165742880056
928,0.4590354561840393
929,0.31165568848046066
930,0.5128440491964897
931,0.08335926226586998
932,0.42832021072027116
933,0.7891314022193453
934,0.9403981393778249
935,0.9366002393440772
936,0.7160080783074217
937,0.5197927874958758
938,0.9432016049488118
939,0.8125794196934992
940,0.653693365431778
941,0.4943563123104374
942,0.030062195996453323
943,0.10951567641044635
944,0.5470122677753722
945,0.636968975879991
946,0.4769660195491606
947,0.33842177524278805
948,0.6223337320859169
949,0.15321862203675862
950,0.6013028832826163
951,0.6426520187768009
952,0.44974531079000757
953,0.9564519173666287
954,0.5108358025148622
955,0.03119535453164879
956,0.046241446280489096
957,0.7384922188757046
958,0.6310544655942538
959,0.07610103281421188
960,0.1035643895398044
961,0.5700582396778824
962,0.6727058877266721
963,0.35765112552026734
964,0.01170786975568594
965,0.6313259550129383
966,0.8306316463363174
967,0.7019798644825918
968,0.5938481600366488
969,0.04877967119838522
970,0.16381570383561228
971,0.6289499667060446
972,0.7894620729005363
973,0.07422067090506934
974,0.17759884221608824
975,0.8929477533305977
976,0.6747730108159128
977,0.2249262736417853
978,0.7474632176788896
979,0.16672464903672168
980,0.4428133555571463
981,0.8462991248925462
982,0.23956712818162818
983,0.5182825094099861
984,0.8976116967503134
985,0.18738443830745577
986,0.44712324399438474
987,0.9715236118177042
988,0.46943875400773605
989,0.5940106165744052
990,0.18948818864572625
991,0.08769365824507214
992,0.00013132961593864678
993,0.20000448019174444
994,0.9447612276685152
995,0.6867441892359286
996,0.8106177734150884
997,0.7518236026513959
998,0.021040298691857973
999,0.6515805235686646
1000,0.8417570536407653
1001,0.8487201617985403
1002,0.7852098600690471
1003,0.556986448388176
1004,0.42323226126835656
1005,0.0384453883135244
1006,0.5380110603493972
1007,0.9260163783012487
1008,0.15436587871174445
1009,0.16311024514061734
1010,0.1151282187819106
1011,0.6904271708069719
1012,0.06974243368416244
1013,0.7612064978839919
1014,0.44435712065744226
1015,0.9613326197580131
1016,0.9370816845970323
1017,0.8832922336569882
1018,0.7283009204091607
1019,0.5128363451374057
1020,0.09326030114371653
1021,0.6188204649489469
1022,0.7451930647773365
1023,0.3730974874190006
1024,0.03175719918037301
1025,0.494737056373752
1026,0.20935492134796885
1027,0.4852813596523855
1028,0.9203940511377426
1029,0.2122000010159505
1030,0.4449687302983012
1031,0.7781945684187588
1032,0.7234190545893117
1033,0.6240987225974179
1034,0.2594680435349027
1035,0.888974978460397
1036,0.48220706735529706
1037,0.6048709144353079
1038,0.3767881645327177
1039,0.6724272955791832
1040,0.40120987710222056
1041,0.9351643337565864
1042,0.9033259665153841
1043,0.7834355780585162
1044,0.3007894041316993
1045,0.6515061647057595
1046,0.8124350012128645
1047,0.33161551850325066
1048,0.26491677955098414
1049,0.9906220002660195
1050,0.5517731625715623
1051,0.0901527083442818
1052,0.402288405298319
1053,0.7572727488522518
1054,0.5128285652583279
1055,0.513394394841173
1056,0.39116471964370747
1057,0.16709748238051614
1058,0.30912187924776446
1059,0.2854051900096032
1060,0.10331161786949294
1061,0.9845087430366286
1062,0.08940572086097587
1063,0.6908324423706169
1064,0.5639603131061737
1065,0.5330474438013794
1066,0.7861431492640173
1067,0.6602877790477785
1068,0.646834103540653
1069,0.5107132960164618
1070,0.9168849858693908
1071,0.392606273513853
1072,0.04843990462750136
1073,0.8365870341572108
1074,0.9641567371071136
1075,0.6107082745379374
1076,0.5981056641489427
1077,0.3431347982385602
1078,0.1833192729805363
1079,0.7936378175460912
1080,0.6327359697996102
1081,0.7558509875949934
1082,0.7423543170081326
1083,0.726153500864733
1084,0.05634892730114427
1085,0.9091933329310854
1086,0.1848991928737006
1087,0.9061845863116166
1088,0.9708991493757322
1089,0.7854982506012571
1090,0.056611490371494266
1091,0.6748207000199772
1092,0.7743669264820903
1093,0.4222706157467727
1094,0.8560022409101332
1095,0.23164233567704706
1096,0.8732490043617568
1097,0.5115041797961608
1098,0.5113425822779841
1099,0.6341494575596909
1100,0.2895794927875359
1101,0.6795716568989676
1102,0.8335223336546377
1103,0.7293753100348719
1104,0.45870961153037604
1105,0.3390266594989527
1106,0.6762928804395982
1107,0.5787956865079175
1108,0.391255605592553
1109,0.7229980010938237
1110,0.594420653499584
1111,0.39828544369246743
1112,0.2014482199826707
1113,0.5348741594805992
1114,0.9878307816046283
1115,0.7887442534009516
1116,0.1598903279597299
1117,0.02947320367964179
1118,0.7062197976761166
1119,0.08272744587522374
1120,0.012430784761278013
1121,0.24797314268169246
1122,0.993723231671344
1123,0.7871605140848301
1124,0.08972119843144011
1125,0.08927158445693995
1126,0.6766088253841503
1127,0.5619108581752904
1128,0.4143129058547661
1129,0.6354017978996104
1130,0.7617285388179088
1131,0.6867229665937347
1132,0.7596192153671272
1133,0.9128992467833312
1134,0.7194915096825445
1135,0.0009396635431929701
1136,0.18488083327556049
1137,0.20611206382505476
1138,0.12688287170082047
1139,0.8473996894538164
1140,0.7922738884657501
1141,0.9533874677983899
1142,0.23460315795414022
1143,0.5481916534927522
1144,0.36175213024693786
1145,0.07049219044095023
1146,0.9216555102984627
1147,0.7115728822297142
1148,0.04227654262506331
1149,0.6473511114430442
1150,0.8210253673042158
1151,0.6857687255148474
1152,0.18018872615660586
1153,0.24606983399919025
1154,0.8259054555916856
1155,0.15423660206286505
1156,0.8642012903378137
1157,0.2881456185551752
1158,0.592112784096653
1159,0.2446130400797365
1160,0.7521320614565885
1161,0.48174504583009414
1162,0.9215257560451805
1163,0.3965036624546846
1164,0.7958573266286542
1165,0.7264698580051453
1166,0.5655829700796818
1167,0.8899536344132633
1168,0.2592997684552597
1169,0.4831413415126832
1170,0.884928279466612
1171,0.5181052169087914
1172,0.603732697493722
1173,0.046553859589527735
1174,0.32771943055966146
1175,0.3358642077906242
1176,0.47363784980676316
1177,0.6639171091611538
1178,0.5385058029634832
1179,0.7812979044727112
1180,0.07099180976299369
1181,0.6559822519388332
1182,0.19516684744681856
1183,0.06996168676401371
1184,0.6458154209540347
1185,0.6182014084302451
1186,0.23234350339207854
1187,0.7218576573589255
1188,0.679852015625719
1189,0.5682077931992187
1190,0.5163728038761864
1191,0.536082144437497
1192,0.4525238249358089
1193,0.4952743631592993
1194,0.7515913576299372
1195,0.06370078529681777
1196,0.9384722603669696
1197,0.3951174423781917
1198,0.09582878272645412
1199,0.21242507435158497
1200,0.4791087306171079
1201,0.3449670828805407
1202,0.19906570556171066
1203,0.916900084497707
1204,0.3386468262358876
1205,0.7542702189744093
1206,0.024102278116654108
1207,0.08012781805269575
1208,0.31983923162154704
1209,0.3283075563925857
1210,0.00848948630126345
1211,0.5394000247776248
1212,0.16751296362613366
1213,0.28613121277754816
1214,0.4537267362894637
1215,0.48940671598776553
1216,0.7363641962857052
1217,0.8715717688695364
1218,0.6654118802547639
1219,0.09241778505577902
1220,0.135933803633439
1221,0.37209776864245747
1222,0.7602221029102516
1223,0.2647918230383145
1224,0.38423872406041315
1225,0.03296155824271563
1226,0.3803255628895583
1227,0.1992049241517737
1228,0.46655117380871547
1229,0.25403774874801666
1230,0.6070330318409283
1231,0.9888841791948105
1232,0.47611720428238635
1233,0.06806852244192985
1234,0.8559565675651468
1235,0.5231646207568028
1236,0.19786633151120714
1237,0.19165798822254942
1238,0.09621892180342628
1239,0.4212862937907078
1240,0.9951655448187156
1241,0.37834902068257614
1242,0.25658433439181205
1243,0.630749789415291
1244,0.6169175871448295
1245,0.7391777114752688
1246,0.2877784508612944
1247,0.9738446821644562
1248,0.5356203380465707
1249,0.7789078629242314
1250,0.6268638404512483
1251,0.20346371880441483
1252,0.4783535745138654
1253,0.26932942130307835
1254,0.3908786785774526
1255,0.6471219393359907
