sim,theta1
0,0.20222061011103243
1,0.7225943877010924
2,0.05969795947641787
3,0.299672051028506
4,0.006753066831815979
5,0.6563808591156512
6,0.12220730682914727
7,0.05189575342442765
8,0.45634996386274984
9,0.7385517799607043
10,0.20101482303422502
11,0.813641706058256
12,0.09914242701969089
13,0.9542131194831338
14,0.24851219242196942
15,0.042577878623659915
16,0.8756333920580249
17,0.9376439255865324
18,0.523508973169578
19,0.8477068527441712
20,0.9011119391795961
21,0.9507301931693197
22,0.6390058123619701
23,0.7465745451608364
24,0.7203172839119031
25,0.0457396583148435
26,0.6838232098646975
27,0.6843398819816412
28,0.8643346319734669
29,0.7817392075212583
30,0.47394788670383037
31,0.16563169191445815
32,0.05153315166285588
33,0.9135064270803486
34,0.6883728948415291
35,0.6004222275783221
36,0.8511965867574739
37,0.24334927454320576
38,0.7140778053149914
39,0.018633494138435402
40,0.19554058069542612
41,0.863084176784014
42,0.839090240293154
43,0.8652787470826498
44,0.7643005569884728
45,0.6427369143985115
46,0.07867116405335473
47,0.5870175669823815
48,0.7962031670134487
49,0.8515591939649492
50,0.6674249949603044
51,0.046100668117872945
52,0.4022059439553124
53,0.7651587030982883
54,0.22612176103761006
55,0.05564830168285739
56,0.9012660919517618
57,0.9821539049231248
58,0.6412638449984346
59,0.006706039607369263
60,0.9716116536955411
61,0.9241555592659207
62,0.3413025582443445
63,0.2512799222982621
64,0.7035422199137539
65,0.8062113149915695
66,0.10319779533070084
67,0.6979668954387238
68,0.8309263467392615
69,0.7752843292467331
70,0.6809265414293975
71,0.13019359025396748
72,0.2953247678867372
73,0.571955110509795
74,0.3258763420634124
75,0.5926119956052294
76,0.010692366978299117
77,0.30560620981125886
78,0.37831638860241656
79,0.282899006027995
80,0.3317377567189974
81,0.003959672354955646
82,0.9768572679674866
83,0.3145537666386423
84,0.8799958263235946
85,0.8316291012813929
86,0.07054490696580262
87,0.9496089192490395
88,0.5643008510388465
89,0.2690910904510083
90,0.06570374486587571
91,0.7281394846232855
92,0.6176666815216066
93,0.5419243254003648
94,0.6812271505425217
95,0.09973754124447687
96,0.6145927896116157
97,0.47407529214327526
98,0.9340135502193158
99,0.13149830290273923
100,0.2238043840188636
101,0.17152696905422038
102,0.2414480958870947
103,0.2969713390411315
104,0.595108144402285
105,0.7216746272304467
106,0.9750891902318266
107,0.45027790982873017
108,0.8349027102181202
109,0.9720306884967848
110,0.6350791847245104
111,0.7797571728662863
112,0.554102701134085
113,0.8098376800745766
114,0.1840529796325321
115,0.3636888683994085
116,0.6898200155908442
117,0.292928290570759
118,0.1874798051878085
119,0.10019963151777711
120,0.9112906398700131
121,0.11898959029657385
122,0.16158392967602686
123,0.15671751945061585
124,0.38428998198686115
125,0.8708224853904776
126,0.29991404065882
127,0.7697736901033404
128,0.32294798377163936
129,0.34942213780245934
130,0.8672265054778852
131,0.23043457097709452
132,0.4106195637280756
133,0.4858294457069856
134,0.5039477364359739
135,0.48705456717181694
136,0.19869678953223258
137,0.20699774786747804
138,0.653470789175225
139,0.6202657903210705
140,0.29712545666581014
141,0.38650318639103265
142,0.8269295928862441
143,0.965135225365029
144,0.6721107689673518
145,0.47907643427634305
146,0.43392243110726814
147,0.466942948117005
148,0.08951069903759323
149,0.5271358186574926
150,0.6106514737127026
151,0.24109485002934983
152,0.6124630506382075
153,0.6600835898498579
154,0.688980953309098
155,0.8444681177409092
156,0.6614830405387339
157,0.4942210420061298
158,0.5506614057186786
159,0.015603587637869287
160,0.1452524167755026
161,0.47196899002259574
162,0.9526829516756715
163,0.2520104391574821
164,0.9798069683491624
165,0.39028022112512417
166,0.032999679213130184
167,0.04273500334814162
168,0.7290246752330319
169,0.6112099022456272
170,0.8629091675418716
171,0.903170021836825
172,0.8334630264529043
173,0.7951458819054968
174,0.9587908879690396
175,0.16320664030109355
176,0.6125449597496909
177,0.4928007965703929
178,0.4507097195588141
179,0.34200323345281713
180,0.754489367853271
181,0.9882703320924212
182,0.47730026178155815
183,0.7525490641404012
184,0.8270748572004556
185,0.7336365288797634
186,0.2814494070925111
187,0.47910620074050636
188,0.6831566561615948
189,0.9643642054392472
190,0.04889464515210351
191,0.8416713326396161
192,0.22270044335993844
193,0.010142248907414886
194,0.8441189798647489
195,0.8172187458751979
196,0.4550061106936807
197,0.08773326508333967
198,0.8545556895364518
199,0.9670084370428081
200,0.6551055608934758
201,0.9057988079405282
202,0.05692213242554944
203,0.8574964203872573
204,0.9485996496108665
205,0.1506577534397353
206,0.051083413871915395
207,0.23656127258573934
208,0.1503908250670285
209,0.4368507007588841
210,0.09655163480733175
211,0.11930203928199512
212,0.48490645435251756
213,0.6097276420638517
214,0.16158721780965268
215,0.012760988045723343
216,0.12199047367180971
217,0.5107316181756664
218,0.343748453910667
219,0.5763770594898168
220,0.8361048562055231
221,0.9779266676645786
222,0.18174838298242935
223,0.6051294075758326
224,0.20421845017472295
225,0.5724721775776912
226,0.1859713885180968
227,0.2679885952090676
228,0.2450828363817189
229,0.09594711267436873
230,0.3221290145595619
231,0.12103298848320554
232,0.567595296131648
233,0.8768666118136258
234,0.2689128943000443
235,0.22107617550794212
236,0.260597275460982
237,0.2679371350767079
238,0.25409622277531185
239,0.774776743424748
240,0.8603311355996262
241,0.8830657061598476
242,0.28098935312660944
243,0.6213430029813074
244,0.46744689450370147
245,0.8665084315737804
246,0.2030757538588437
247,0.7433756040598072
248,0.49602897775346144
249,0.14607300239764875
250,0.9316769253724684
251,0.9914358865011366
252,0.9406058410021423
253,0.6641403462831196
254,0.027632020257056578
255,0.6692793345151912
256,0.39328491559635237
257,0.8505345812891656
258,0.18869406901999153
259,0.13427494168921483
260,0.017727457023828053
261,0.7201441724124297
262,0.3440637960826618
263,0.46714420484790287
264,0.4636383029101626
265,0.7401207183570382
266,0.5310909676646499
267,0.47099300472133
268,0.6526722734845173
269,0.7864915758345319
270,0.6169964616684341
271,0.4430878980900097
272,0.7385530037568868
273,0.6272839135991976
274,0.5165521204074122
275,0.514819296393117
276,0.18841997878587202
277,0.09894801190570768
278,0.21948428565539246
279,0.14159843541117245
280,0.5085149895761545
281,0.4372360467541925
282,0.5604072167697159
283,0.19282675503278646
284,0.26566313308991585
285,0.6776453121409275
286,0.8224256546621139
287,0.8461652249813798
288,0.8861230723085944
289,0.5066379914731882
290,0.41293524413118676
291,0.9188714072238682
292,0.41356414083813686
293,0.8507951109373658
294,0.6262069798267531
295,0.6247042550274177
296,0.026161686892055114
297,0.8780171589124265
298,0.5401197237984724
299,0.8246339098963287
300,0.8485457852456768
301,0.4048733573592228
302,0.8485597889857776
303,0.7567943324515057
304,0.10716062982329089
305,0.6810659260029207
306,0.28981213348693524
307,0.4448964220968783
308,0.680122980596475
309,0.8988307647923923
310,0.10459154283553407
311,0.247174530373359
312,0.4350234331728614
313,0.5204774574822498
314,0.056037956123255794
315,0.8080456930984637
316,0.1192348623946009
317,0.29014953608308136
318,0.3600459149148003
319,0.8075651503053747
320,0.007123502852527608
321,0.3770724206761572
322,0.8234896820207263
323,0.9173618045582874
324,0.09971657393193811
325,0.7606267096771916
326,0.873652262330203
327,0.06616007184835337
328,0.30210470764688613
329,0.8396079965643218
330,0.46314429946551283
331,0.7939847951321952
332,0.46848450738290404
333,0.7039172660262124
334,0.41477822966473354
335,0.5336122175057607
336,0.11924147230274063
337,0.9938060314316315
338,0.6219969061736988
339,0.9215422577059329
340,0.7915020778805988
341,0.10768078950629856
342,0.9453249068403005
343,0.32528136883366876
344,0.01206801340720709
345,0.20858445852018292
346,0.3116414814645324
347,0.14408198483107426
348,0.3015398728559082
349,0.6330797826800889
350,0.2875359654424857
351,0.5732760558075711
352,0.7307256434245808
353,0.44329894967401495
354,0.7838829567911819
355,0.11793105263369852
356,0.005571329806237424
357,0.3241004732064183
358,0.3326203228935539
359,0.0725082542455543
360,0.8351768943507429
361,0.4651105505687997
362,0.9992099676023414
363,0.9654040830720184
364,0.28006104464862347
365,0.31888267203675913
366,0.2015309721444124
367,0.7149905162840965
368,0.8887010679920927
369,0.17925825376855942
370,0.9851110957324748
371,0.2658654923097352
372,0.05337740998465734
373,0.38470832562003576
374,0.6953683467428667
375,0.0455307717840957
376,0.7748801522099141
377,0.5695553552949432
378,0.7552940153891444
379,0.4301853001569623
380,0.20471418746970316
381,0.796797678797003
382,0.32926869342472864
383,0.34727013910766713
384,0.9313941117802672
385,0.16131160102861974
386,0.8956187913325839
387,0.4544972805158024
388,0.15667746555709783
389,0.6758338212428621
390,0.02980697239704011
391,0.2300133688916599
392,0.6235400205133323
393,0.20563457803709895
394,0.7967619116046734
395,0.37430112024143847
396,0.8907151635897689
397,0.3225883018457859
398,0.13138728042569714
399,0.0821432700508763
400,0.6962334190461607
401,0.8800021383056675
402,0.4283916826732389
403,0.017689328066999188
404,0.055838908220535166
405,0.36604414930409945
406,0.008579594740625085
407,0.3472398091743203
408,0.6610264151611996
409,0.8337510870518049
410,0.8975474535235307
411,0.12962240318190654
412,0.29567392646287205
413,0.6544468561561247
414,0.5001113174640086
415,0.11213651138361425
416,0.6962002124072146
417,0.7863406760590049
418,0.7497414610113238
419,0.5660751058665965
420,0.5475825030202695
421,0.7252340599366325
422,0.44029666420154845
423,0.45340888975441573
424,0.2973532624771642
425,0.5873417542338498
426,0.5879851531412034
427,0.9633654426744407
428,0.9732978389540556
429,0.40691405568580774
430,0.6953082389681333
431,0.41415825419146035
432,0.08835579899212254
433,0.5620848461655698
434,0.7360989223480172
435,0.4140815003983548
436,0.0979511926314579
437,0.42573770755722207
438,0.25107288147575835
439,0.9843697783920711
440,0.540061170019739
441,0.9133169551585459
442,0.6934987898415129
443,0.1886337975891904
444,0.6984323494062824
445,0.14704462873689406
446,0.5140659260554085
447,0.7348834555356253
448,0.6704159177280833
449,0.30494769965321766
450,0.614590111684832
451,0.7405557873453418
452,0.6469897898449181
453,0.2825539778083346
454,0.29246500630550565
455,0.5541502583551259
456,0.7016358639519013
457,0.6908946557194494
458,0.5191712872870805
459,0.5560295590214628
460,0.1814526396595233
461,0.7139387931391173
462,0.8697203824418867
463,0.47825826907732427
464,0.9565127581241034
465,0.5673447161664846
466,0.10913300190971331
467,0.0852938623535846
468,0.49336364967362245
469,0.8923648342898798
470,0.6745355651921067
471,0.7096567013211448
472,0.9680295183567237
473,0.8496420875524079
474,0.8434243111421472
475,0.1336013276277459
476,0.0387968320212958
477,0.38233226206710846
478,0.7407681880903167
479,0.05914676996927115
480,0.17003835942409096
481,0.3282317082229049
482,0.45715923826143157
483,0.9242476666531751
484,0.18420960746363713
485,0.9725559377815736
486,0.05338260856481769
487,0.6775892865927707
488,0.7930171814818069
489,0.5258142579821892
490,0.9768023994995353
491,0.30342168946045145
492,0.41030958010339524
493,0.023791681782351914
494,0.26492468193457264
495,0.13724998079262762
496,0.06989958565024879
497,0.5823241778969966
498,0.77926592568142
499,0.8272499250435115
500,0.0594624656233832
501,0.7039616079219315
502,0.4345373789213077
503,0.8835776231800903
504,0.592456534770312
505,0.7773486113787101
506,0.7423168643183177
507,0.7663282840361589
508,0.4347173663274009
509,0.6288898039872101
510,0.8064131765867006
511,0.6343853600317088
512,0.9021634557965418
513,0.3716273142178109
514,0.7742264426474994
515,0.10877004349256392
516,0.6301515479772976
517,0.9921377759290259
518,0.9129629823691447
519,0.8187456109966031
520,0.18625104642903179
521,0.1625553792830886
522,0.9652655585360378
523,0.9463914621952941
524,0.009786008361884369
525,0.03525567332849444
526,0.5686293300226756
527,0.4699886120036425
528,0.17142092271039433
529,0.6807704295431897
530,0.6783067958297154
531,0.9291863643398458
532,0.6632278103605936
533,0.49580388450364565
534,0.927184359714501
535,0.05713610952618564
536,0.20000370546880597
537,0.6822000560299605
538,0.41065706799551904
539,0.871587356660481
540,0.557876218385847
541,0.910562024727853
542,0.45055299311308816
543,0.8147868463357344
544,0.05016336392903942
545,0.38232694259944655
546,0.3107180360684385
547,0.7139555135810619
548,0.125500860032274
549,0.774909475354409
550,0.20844042054370726
551,0.6054207356174812
552,0.14288976737544168
553,0.5687423143296237
554,0.20343729494435792
555,0.25554629579649846
556,0.4479138875677692
557,0.9465623232689061
558,0.8667148437747794
559,0.010653062715136885
560,0.3582590623196259
561,0.08010274100587467
562,0.6935062839850235
563,0.1258249108221452
564,0.5629564167456539
565,0.23686475453575562
566,0.39296905125374526
567,0.05770568779281515
568,0.1657636231215749
569,0.09566767363675299
570,0.6695354693305061
571,0.43824586548129907
572,0.7246177078119094
573,0.6725481687674473
574,0.20875520617291576
575,0.9093663975075327
576,0.019666299672921217
577,0.627357595210264
578,0.456835492514444
579,0.08560044288776769
580,0.7763436865209636
581,0.22448833643421073
582,0.6623175824064893
583,0.9393422038737764
584,0.42919578272034964
585,0.4967875165078689
586,0.12468828244043706
587,0.8351340588418956
588,0.31427814060541426
589,0.23403015552924566
590,0.16008326267657602
591,0.055381695635632666
592,0.34651144101275866
593,0.6576123257635287
594,0.28327274067061614
595,0.23981353024072682
596,0.36050096158175826
597,0.9602487467617836
598,0.36419166556363536
599,0.3617409349126325
600,0.18105365380854688
601,0.8643869705394168
602,0.05940765456482233
603,0.4438217143422055
604,0.8580382683717849
605,0.9859912254270274
606,0.7408435841183595
607,0.6487081422847076
608,0.43544481537033997
609,0.4350628971659236
610,0.09913938878059214
611,0.9839830120412855
612,0.5840583428417377
613,0.4890815488050242
614,0.44495401707718496
615,0.10596626490676841
616,0.7102677538986867
617,0.07971646483068906
618,0.43248036136486456
619,0.7336635222025376
620,0.828582941402389
621,0.11479038207757719
622,0.5066466495927783
623,0.22952647401923476
624,0.5934557927419682
625,0.43308283475655074
626,0.44791487828322296
627,0.03819716214726021
628,0.5606306169237664
629,0.45445243615304576
630,0.7662576007937284
631,0.6301164388505059
632,0.8620236412518564
633,0.5331578518636296
634,0.3615124317157514
635,0.12670768043848735
636,0.28172385313739345
637,0.5353230254952548
638,0.03893950782876754
639,0.5558408220311069
640,0.6961788355772567
641,0.1538742436097844
642,0.8621958738144412
643,0.12138759544709954
644,0.5865179597741957
645,0.7933910186181213
646,0.6685293668285516
647,0.15717737054017
648,0.6887292520833459
649,0.0015651587459296623
650,0.044315026057594964
651,0.291790208727974
652,0.4898863310625924
653,0.34063275521698433
654,0.7719764186045008
655,0.9941568486444101
656,0.31254958693618806
657,0.34185833842525193
658,0.9196394025002381
659,0.8092509433435979
660,0.3719923324128065
661,0.986928021869529
662,0.6560787258036386
663,0.017470740414782027
664,0.8005871659000624
665,0.3713908010716459
666,0.5104726326811959
667,0.2699708568299841
668,0.62903801410178
669,0.8690700500012782
670,0.154487540156657
671,0.5584499364944292
672,0.29627031005748383
673,0.18602972751046354
674,0.2616651898860657
675,0.11220062890388016
676,0.403447389688122
677,0.7990432399875421
678,0.17900910710538687
679,0.41770864937065055
680,0.04843491874242101
681,0.9913363921975249
682,0.07040317675068619
683,0.2608448994433168
684,0.40401947800548554
685,0.727025949814726
686,0.7768911636599494
687,0.9263053905299803
688,0.29382145190647146
689,0.7517119799720626
690,0.9380833009399732
691,0.007683097735326383
692,0.8944210823438384
693,0.6307642923882232
694,0.3297388476272144
695,0.40563283600138766
696,0.08375571474946775
697,0.29449128543690006
698,0.937656432780579
699,0.21939221210322601
700,0.14396018139609745
701,0.0322342510852911
702,0.7266235903613005
703,0.6143306062002799
