time,0.01,0.03,0.05,0.1,0.15000000000000002,0.2,0.25,0.3,0.35000000000000003,0.4,0.45,0.5,0.55,0.6000000000000001,0.6500000000000001,0.7000000000000001,0.7500000000000001,0.8,0.8500000000000001,0.9000000000000001,0.9500000000000001,0.97,0.99
0.01,-0.0039482662593526,-0.0034824560012333,-0.0026069380276295,0.0010639558698949,0.0063932052450865,0.0129446756024344,0.0203892911208266,0.0284656423935677,0.0369547040777795,0.0456620873508086,0.0544041693439137,0.0629957287292695,0.071237160380018,0.0788991783120125,0.0857020371262311,0.0912841420516072,0.0951498282971228,0.09657306825378,0.0943950938613033,0.0865074790514531,0.0679701198260029,0.0544086294189454,0.0313219973046124
0.03,-0.0120901875897077,-0.0116243946825339,-0.0107489406373905,-0.0070785235284553,-0.0017503192696097,0.0047994226851521,0.0122414601095458,0.0203141220146399,0.0287980135834261,0.0374982713564488,0.0462307032764228,0.0548094394493817,0.0630341664819976,0.0706748584599547,0.0774510452509415,0.0830005124079945,0.0868272701129056,0.0882056939323167,0.0859792432605887,0.0780468026246489,0.0594940152704237,0.0459553649629324,0.022953205081848
0.05,-0.0204016256586819,-0.0199358462835426,-0.0190604501611063,-0.015390492882755,-0.0100633235463963,-0.0035153151505924,0.0039241158147419,0.0119930277667364,0.0204716454784482,0.0291646178802505,0.0378871690177038,0.0464527645647421,0.0546603666578248,0.0622791940710636,0.0690280391970532,0.0745440610089888,0.0783309497861953,0.0796635144378745,0.077387527197062,0.0694094054137754,0.0508411987456991,0.0373261012702155,0.0144104355771026
0.1,-0.0419697729084114,-0.0415040089574409,-0.0406287285918251,-0.0369598380056149,-0.0316352039273378,-0.0250915491160562,-0.0176587629756153,-0.0095995060847039,-0.0011345561135148,0.0075394559924402,0.016236225698996,0.0247674835416286,0.0329303051122036,0.0404919497505163,0.0471693078520014,0.0525979416259112,0.0562807685040879,0.0574938261120702,0.0550890739987779,0.0469928075418555,0.0283861729842739,0.0149333148771529,-0.0077566841223936
0.15,-0.0647679957738416,-0.0643022172395451,-0.0634270050560734,-0.0597590436541147,-0.0544368539439618,-0.0478975741165985,-0.0404716259349969,-0.0324224563612604,-0.0239719266519931,-0.0153180433425625,-0.0066487474855497,0.0018458406171129,0.0099607928506563,0.0174612993660525,0.0240622600285209,0.0293975971200386,0.0329695038181567,0.0340554835103592,0.0315143306736876,0.0232938715913814,0.0046491694894163,-0.0087361382901332,-0.0311857509624914
0.2,-0.088943499549669,-0.0884776709059617,-0.087602470284665,-0.0839352720007538,-0.0786154107607905,-0.0720805165430263,-0.0646616120601562,-0.0566230077863713,-0.0481877409169953,-0.0395553020581636,-0.0309153906190718,-0.0224601077044358,-0.0143965158742176,-0.006961615358575,-0.0004425924662984,0.0047927928983698,0.0082460739553634,0.0091965008425948,0.0065104518493138,-0.0018408317181304,-0.0205229442404796,-0.0338346395783601,-0.056027352194187
0.25,-0.1146716264419532,-0.1142057053459215,-0.1133304484753664,-0.1096638117428127,-0.1043461315953481,-0.0978156192320383,-0.0904039780529498,-0.0823764709875734,-0.0739574170609867,-0.0653479147887046,-0.0567395604215172,-0.0483265828128631,-0.040318325717774,-0.032954114198792,-0.0265233242060571,-0.0213954379748969,-0.0180694976588647,-0.017264170713594,-0.020104622308822,-0.028594032871072,-0.0473125083241814,-0.0605436213698005,-0.0824607872874799
0.3,-0.1421635325002836,-0.1416974680907286,-0.1408220731517621,-0.1371557517758762,-0.1318400653015248,-0.1253139117780354,-0.1179097687758563,-0.1098939551192609,-0.1014921940941762,-0.0929073346499435,-0.0843330285170145,-0.0759657996652184,-0.0680174388551147,-0.0607297459113108,-0.0543943984601097,-0.0493826373086104,-0.0461939689116745,-0.045544573835235,-0.0485501347604067,-0.0571857499435172,-0.0759390236110721,-0.0890814753227242,-0.110701885872539
0.35,-0.1716766812619845,-0.1712104118937096,-0.1703347793046636,-0.1666684702656393,-0.1613545384945534,-0.1548326948430141,-0.147436301708605,-0.1394328552716161,-0.131049625981635,-0.1224913787717345,-0.1139540041912018,-0.1056365135440519,-0.0977533333368561,-0.0905489062934958,-0.0843173330497677,-0.0794316426553192,-0.0763916597798875,-0.0759105857809208,-0.0790934028351152,-0.0878842021708879,-0.106670017529402,-0.1197143564059433,-0.1410136892746779
